ID,LKS92-E,LKS92-N
4378,673534.1061000023,311865.2800999992
4379,673534.1061000023,310865.2800999992
4380,673534.1061000023,309865.2800999992
4381,673534.1061000023,308865.2800999992
4382,673534.1061000023,284865.2800999992
4383,673534.1061000023,283865.2800999992
4384,673534.1061000023,282865.2800999992
4385,673534.1061000023,281865.2800999992
4386,673534.1061000023,280865.2800999992
4387,673534.1061000023,278865.2800999992
4388,673534.1061000023,269865.2800999992
4389,673534.1061000023,268865.2800999992
4390,673534.1061000023,264865.2800999992
4391,673534.1061000023,251865.2800999992
4392,673534.1061000023,250865.2800999992
4393,673534.1061000023,243865.2800999992
4394,673534.1061000023,239865.2800999992
4395,673534.1061000023,232865.2800999992
4396,673534.1061000023,230865.2800999992
4397,673534.1061000023,227865.2800999992
4398,673534.1061000023,226865.2800999992
4399,673534.1061000023,222865.2800999992
4400,673534.1061000023,208865.2800999992
4401,673534.1061000023,205865.2800999992
4402,673534.1061000023,195865.2800999992
4403,673534.1061000023,194865.2800999992
4404,673534.1061000023,191865.2800999992
4405,673534.1061000023,190865.2800999992
4406,673534.1061000023,183865.2800999992
4407,673534.1061000023,181865.2800999992
4408,673534.1061000023,179865.28009999916
4409,673534.1061000023,178865.28009999916
4410,673534.1061000023,177865.28009999916
4411,673534.1061000023,175865.28009999916
4412,673534.1061000023,174865.28009999916
4413,672534.1061000023,389865.2800999992
4414,672534.1061000023,388865.2800999992
4415,672534.1061000023,387865.2800999992
4416,672534.1061000023,386865.2800999992
4417,672534.1061000023,385865.2800999992
4418,672534.1061000023,384865.2800999992
4419,672534.1061000023,383865.2800999992
4420,672534.1061000023,378865.2800999992
4421,672534.1061000023,373865.2800999992
4422,672534.1061000023,372865.2800999992
4423,672534.1061000023,370865.2800999992
4424,672534.1061000023,369865.2800999992
4425,672534.1061000023,366865.2800999992
4426,672534.1061000023,362865.2800999992
4427,672534.1061000023,358865.2800999992
4428,672534.1061000023,357865.2800999992
4429,672534.1061000023,352865.2800999992
4430,672534.1061000023,348865.2800999992
4431,672534.1061000023,346865.2800999992
4432,672534.1061000023,339865.2800999992
4433,672534.1061000023,337865.2800999992
4434,672534.1061000023,336865.2800999992
4435,672534.1061000023,335865.2800999992
4436,672534.1061000023,334865.2800999992
4437,672534.1061000023,333865.2800999992
4438,672534.1061000023,331865.2800999992
4439,672534.1061000023,329865.2800999992
4440,672534.1061000023,328865.2800999992
4441,672534.1061000023,327865.2800999992
4442,672534.1061000023,326865.2800999992
4443,672534.1061000023,324865.2800999992
4444,672534.1061000023,323865.2800999992
4445,672534.1061000023,322865.2800999992
4446,672534.1061000023,321865.2800999992
4447,672534.1061000023,320865.2800999992
4448,672534.1061000023,319865.2800999992
4449,672534.1061000023,318865.2800999992
4450,672534.1061000023,317865.2800999992
4451,672534.1061000023,316865.2800999992
4452,672534.1061000023,315865.2800999992
4453,672534.1061000023,314865.2800999992
4454,672534.1061000023,312865.2800999992
4455,672534.1061000023,311865.2800999992
4456,672534.1061000023,310865.2800999992
4457,672534.1061000023,309865.2800999992
4458,672534.1061000023,308865.2800999992
4459,672534.1061000023,307865.2800999992
4460,672534.1061000023,304865.2800999992
4461,672534.1061000023,289865.2800999992
4462,672534.1061000023,286865.2800999992
4463,672534.1061000023,282865.2800999992
4464,672534.1061000023,281865.2800999992
4465,672534.1061000023,280865.2800999992
4466,672534.1061000023,277865.2800999992
4467,672534.1061000023,276865.2800999992
4468,672534.1061000023,266865.2800999992
4469,672534.1061000023,265865.2800999992
4470,672534.1061000023,263865.2800999992
4471,672534.1061000023,262865.2800999992
4472,672534.1061000023,252865.2800999992
4473,672534.1061000023,250865.2800999992
4474,672534.1061000023,245865.2800999992
4475,672534.1061000023,238865.2800999992
4476,672534.1061000023,237865.2800999992
4477,672534.1061000023,230865.2800999992
4478,672534.1061000023,229865.2800999992
4479,672534.1061000023,226865.2800999992
4480,672534.1061000023,225865.2800999992
4481,672534.1061000023,221865.2800999992
4482,672534.1061000023,197865.2800999992
4483,672534.1061000023,196865.2800999992
4484,672534.1061000023,195865.2800999992
4485,672534.1061000023,187865.2800999992
4486,672534.1061000023,179865.28009999916
4487,672534.1061000023,178865.28009999916
4488,672534.1061000023,177865.28009999916
4489,672534.1061000023,175865.28009999916
4490,671534.1061000023,388865.2800999992
4491,671534.1061000023,387865.2800999992
4492,671534.1061000023,384865.2800999992
4493,671534.1061000023,378865.2800999992
4494,671534.1061000023,377865.2800999992
4495,671534.1061000023,374865.2800999992
4496,671534.1061000023,373865.2800999992
4497,671534.1061000023,372865.2800999992
4498,671534.1061000023,370865.2800999992
4499,671534.1061000023,369865.2800999992
4500,671534.1061000023,368865.2800999992
4501,671534.1061000023,367865.2800999992
4502,671534.1061000023,366865.2800999992
4503,671534.1061000023,364865.2800999992
4504,671534.1061000023,352865.2800999992
4505,671534.1061000023,348865.2800999992
4506,671534.1061000023,344865.2800999992
4507,671534.1061000023,340865.2800999992
4508,671534.1061000023,338865.2800999992
4509,671534.1061000023,336865.2800999992
4510,671534.1061000023,332865.2800999992
4511,671534.1061000023,331865.2800999992
4512,671534.1061000023,329865.2800999992
4513,671534.1061000023,326865.2800999992
4514,671534.1061000023,325865.2800999992
4515,671534.1061000023,324865.2800999992
4516,671534.1061000023,323865.2800999992
4517,671534.1061000023,322865.2800999992
4518,671534.1061000023,320865.2800999992
4519,671534.1061000023,319865.2800999992
4520,671534.1061000023,318865.2800999992
4521,671534.1061000023,317865.2800999992
4522,671534.1061000023,316865.2800999992
4523,671534.1061000023,315865.2800999992
4524,671534.1061000023,314865.2800999992
4525,671534.1061000023,312865.2800999992
4526,671534.1061000023,311865.2800999992
4527,671534.1061000023,309865.2800999992
4528,671534.1061000023,308865.2800999992
4529,671534.1061000023,307865.2800999992
4530,671534.1061000023,305865.2800999992
4531,671534.1061000023,282865.2800999992
4532,671534.1061000023,278865.2800999992
4533,671534.1061000023,277865.2800999992
4534,671534.1061000023,267865.2800999992
4535,671534.1061000023,266865.2800999992
4536,671534.1061000023,250865.2800999992
4537,671534.1061000023,249865.2800999992
4538,671534.1061000023,244865.2800999992
4539,671534.1061000023,243865.2800999992
4540,671534.1061000023,241865.2800999992
4541,671534.1061000023,235865.2800999992
4542,671534.1061000023,229865.2800999992
4543,671534.1061000023,228865.2800999992
4544,671534.1061000023,221865.2800999992
4545,671534.1061000023,218865.2800999992
4546,671534.1061000023,197865.2800999992
4547,671534.1061000023,194865.2800999992
4548,671534.1061000023,191865.2800999992
4549,671534.1061000023,187865.2800999992
4550,671534.1061000023,181865.2800999992
4551,671534.1061000023,180865.2800999992
4552,671534.1061000023,179865.28009999916
4553,670534.1061000023,385865.2800999992
4554,670534.1061000023,384865.2800999992
4555,670534.1061000023,383865.2800999992
4556,670534.1061000023,382865.2800999992
4557,670534.1061000023,380865.2800999992
4558,670534.1061000023,379865.2800999992
4559,670534.1061000023,378865.2800999992
4560,670534.1061000023,376865.2800999992
4561,670534.1061000023,375865.2800999992
4562,670534.1061000023,370865.2800999992
4563,670534.1061000023,369865.2800999992
4564,670534.1061000023,368865.2800999992
4565,670534.1061000023,366865.2800999992
4566,670534.1061000023,362865.2800999992
4567,670534.1061000023,359865.2800999992
4568,670534.1061000023,357865.2800999992
4569,670534.1061000023,354865.2800999992
4570,670534.1061000023,353865.2800999992
4571,670534.1061000023,352865.2800999992
4572,670534.1061000023,350865.2800999992
4573,670534.1061000023,349865.2800999992
4574,670534.1061000023,345865.2800999992
4575,670534.1061000023,342865.2800999992
4576,670534.1061000023,339865.2800999992
4577,670534.1061000023,338865.2800999992
4578,670534.1061000023,332865.2800999992
4579,670534.1061000023,331865.2800999992
4580,670534.1061000023,330865.2800999992
4581,670534.1061000023,329865.2800999992
4582,670534.1061000023,328865.2800999992
4583,670534.1061000023,327865.2800999992
4584,670534.1061000023,326865.2800999992
4585,670534.1061000023,325865.2800999992
4586,670534.1061000023,324865.2800999992
4587,670534.1061000023,321865.2800999992
4588,670534.1061000023,319865.2800999992
4589,670534.1061000023,318865.2800999992
4590,670534.1061000023,315865.2800999992
4591,670534.1061000023,314865.2800999992
4592,670534.1061000023,313865.2800999992
4593,670534.1061000023,310865.2800999992
4594,670534.1061000023,309865.2800999992
4595,670534.1061000023,308865.2800999992
4596,670534.1061000023,307865.2800999992
4597,670534.1061000023,306865.2800999992
4598,670534.1061000023,305865.2800999992
4599,670534.1061000023,295865.2800999992
4600,670534.1061000023,294865.2800999992
4601,670534.1061000023,286865.2800999992
4602,670534.1061000023,284865.2800999992
4603,670534.1061000023,283865.2800999992
4604,670534.1061000023,282865.2800999992
4605,670534.1061000023,280865.2800999992
4606,670534.1061000023,262865.2800999992
4607,670534.1061000023,261865.2800999992
4608,670534.1061000023,252865.2800999992
4609,670534.1061000023,249865.2800999992
4610,670534.1061000023,247865.2800999992
4611,670534.1061000023,243865.2800999992
4612,670534.1061000023,240865.2800999992
4613,670534.1061000023,238865.2800999992
4614,670534.1061000023,237865.2800999992
4615,670534.1061000023,236865.2800999992
4616,670534.1061000023,229865.2800999992
4617,670534.1061000023,227865.2800999992
4618,670534.1061000023,223865.2800999992
4619,670534.1061000023,222865.2800999992
4620,670534.1061000023,221865.2800999992
4621,670534.1061000023,209865.2800999992
4622,670534.1061000023,207865.2800999992
4623,670534.1061000023,205865.2800999992
4624,670534.1061000023,198865.2800999992
4625,670534.1061000023,194865.2800999992
4626,670534.1061000023,191865.2800999992
4627,670534.1061000023,184865.2800999992
4628,670534.1061000023,182865.2800999992
4629,670534.1061000023,180865.2800999992
4630,670534.1061000023,178865.28009999916
4631,670534.1061000023,177865.28009999916
4632,669534.1061000023,385865.2800999992
4633,669534.1061000023,384865.2800999992
4634,669534.1061000023,382865.2800999992
4635,669534.1061000023,381865.2800999992
4636,669534.1061000023,376865.2800999992
4637,669534.1061000023,374865.2800999992
4638,669534.1061000023,372865.2800999992
4639,669534.1061000023,368865.2800999992
4640,669534.1061000023,366865.2800999992
4641,669534.1061000023,365865.2800999992
4642,669534.1061000023,364865.2800999992
4643,669534.1061000023,362865.2800999992
4644,669534.1061000023,353865.2800999992
4645,669534.1061000023,348865.2800999992
4646,669534.1061000023,345865.2800999992
4647,669534.1061000023,344865.2800999992
4648,669534.1061000023,342865.2800999992
4649,669534.1061000023,340865.2800999992
4650,669534.1061000023,333865.2800999992
4651,669534.1061000023,332865.2800999992
4652,669534.1061000023,331865.2800999992
4653,669534.1061000023,330865.2800999992
4654,669534.1061000023,329865.2800999992
4655,669534.1061000023,327865.2800999992
4656,669534.1061000023,326865.2800999992
4657,669534.1061000023,324865.2800999992
4658,669534.1061000023,323865.2800999992
4659,669534.1061000023,322865.2800999992
4660,669534.1061000023,319865.2800999992
4661,669534.1061000023,316865.2800999992
4662,669534.1061000023,315865.2800999992
4663,669534.1061000023,314865.2800999992
4664,669534.1061000023,313865.2800999992
4665,669534.1061000023,312865.2800999992
4666,669534.1061000023,309865.2800999992
4667,669534.1061000023,308865.2800999992
4668,669534.1061000023,307865.2800999992
4669,669534.1061000023,306865.2800999992
4670,669534.1061000023,303865.2800999992
4671,669534.1061000023,293865.2800999992
4672,669534.1061000023,285865.2800999992
4673,669534.1061000023,284865.2800999992
4674,669534.1061000023,283865.2800999992
4675,669534.1061000023,282865.2800999992
4676,669534.1061000023,281865.2800999992
4677,669534.1061000023,278865.2800999992
4678,669534.1061000023,272865.2800999992
4679,669534.1061000023,271865.2800999992
4680,669534.1061000023,264865.2800999992
4681,669534.1061000023,262865.2800999992
4682,669534.1061000023,253865.2800999992
4683,669534.1061000023,249865.2800999992
4684,669534.1061000023,248865.2800999992
4685,669534.1061000023,238865.2800999992
4686,669534.1061000023,236865.2800999992
4687,669534.1061000023,235865.2800999992
4688,669534.1061000023,234865.2800999992
4689,669534.1061000023,232865.2800999992
4690,669534.1061000023,231865.2800999992
4691,669534.1061000023,227865.2800999992
4692,669534.1061000023,226865.2800999992
4693,669534.1061000023,225865.2800999992
4694,669534.1061000023,207865.2800999992
4695,669534.1061000023,198865.2800999992
4696,669534.1061000023,190865.2800999992
4697,669534.1061000023,187865.2800999992
4698,669534.1061000023,186865.2800999992
4699,669534.1061000023,183865.2800999992
4700,669534.1061000023,180865.2800999992
4701,669534.1061000023,179865.28009999916
4702,669534.1061000023,177865.28009999916
4703,669534.1061000023,176865.28009999916
4704,668534.1061000023,384865.2800999992
4705,668534.1061000023,383865.2800999992
4706,668534.1061000023,381865.2800999992
4707,668534.1061000023,373865.2800999992
4708,668534.1061000023,371865.2800999992
4709,668534.1061000023,370865.2800999992
4710,668534.1061000023,369865.2800999992
4711,668534.1061000023,368865.2800999992
4712,668534.1061000023,366865.2800999992
4713,668534.1061000023,365865.2800999992
4714,668534.1061000023,364865.2800999992
4715,668534.1061000023,362865.2800999992
4716,668534.1061000023,360865.2800999992
4717,668534.1061000023,359865.2800999992
4718,668534.1061000023,356865.2800999992
4719,668534.1061000023,351865.2800999992
4720,668534.1061000023,349865.2800999992
4721,668534.1061000023,347865.2800999992
4722,668534.1061000023,346865.2800999992
4723,668534.1061000023,341865.2800999992
4724,668534.1061000023,335865.2800999992
4725,668534.1061000023,333865.2800999992
4726,668534.1061000023,332865.2800999992
4727,668534.1061000023,326865.2800999992
4728,668534.1061000023,324865.2800999992
4729,668534.1061000023,323865.2800999992
4730,668534.1061000023,322865.2800999992
4731,668534.1061000023,321865.2800999992
4732,668534.1061000023,319865.2800999992
4733,668534.1061000023,318865.2800999992
4734,668534.1061000023,317865.2800999992
4735,668534.1061000023,316865.2800999992
4736,668534.1061000023,315865.2800999992
4737,668534.1061000023,312865.2800999992
4738,668534.1061000023,311865.2800999992
4739,668534.1061000023,309865.2800999992
4740,668534.1061000023,308865.2800999992
4741,668534.1061000023,307865.2800999992
4742,668534.1061000023,304865.2800999992
4743,668534.1061000023,299865.2800999992
4744,668534.1061000023,292865.2800999992
4745,668534.1061000023,291865.2800999992
4746,668534.1061000023,290865.2800999992
4747,668534.1061000023,285865.2800999992
4748,668534.1061000023,282865.2800999992
4749,668534.1061000023,273865.2800999992
4750,668534.1061000023,271865.2800999992
4751,668534.1061000023,270865.2800999992
4752,668534.1061000023,263865.2800999992
4753,668534.1061000023,262865.2800999992
4754,668534.1061000023,261865.2800999992
4755,668534.1061000023,260865.2800999992
4756,668534.1061000023,259865.2800999992
4757,668534.1061000023,246865.2800999992
4758,668534.1061000023,239865.2800999992
4759,668534.1061000023,234865.2800999992
4760,668534.1061000023,228865.2800999992
4761,668534.1061000023,218865.2800999992
4762,668534.1061000023,212865.2800999992
4763,668534.1061000023,205865.2800999992
4764,668534.1061000023,198865.2800999992
4765,668534.1061000023,197865.2800999992
4766,668534.1061000023,190865.2800999992
4767,668534.1061000023,189865.2800999992
4768,668534.1061000023,182865.2800999992
4769,668534.1061000023,178865.28009999916
4770,667534.1061000023,384865.2800999992
4771,667534.1061000023,383865.2800999992
4772,667534.1061000023,382865.2800999992
4773,667534.1061000023,379865.2800999992
4774,667534.1061000023,378865.2800999992
4775,667534.1061000023,376865.2800999992
4776,667534.1061000023,375865.2800999992
4777,667534.1061000023,374865.2800999992
4778,667534.1061000023,373865.2800999992
4779,667534.1061000023,372865.2800999992
4780,667534.1061000023,368865.2800999992
4781,667534.1061000023,367865.2800999992
4782,667534.1061000023,366865.2800999992
4783,667534.1061000023,361865.2800999992
4784,667534.1061000023,356865.2800999992
4785,667534.1061000023,351865.2800999992
4786,667534.1061000023,349865.2800999992
4787,667534.1061000023,347865.2800999992
4788,667534.1061000023,345865.2800999992
4789,667534.1061000023,344865.2800999992
4790,667534.1061000023,343865.2800999992
4791,667534.1061000023,340865.2800999992
4792,667534.1061000023,339865.2800999992
4793,667534.1061000023,334865.2800999992
4794,667534.1061000023,333865.2800999992
4795,667534.1061000023,325865.2800999992
4796,667534.1061000023,324865.2800999992
4797,667534.1061000023,323865.2800999992
4798,667534.1061000023,322865.2800999992
4799,667534.1061000023,321865.2800999992
4800,667534.1061000023,320865.2800999992
4801,667534.1061000023,317865.2800999992
4802,667534.1061000023,314865.2800999992
4803,667534.1061000023,313865.2800999992
4804,667534.1061000023,312865.2800999992
4805,667534.1061000023,309865.2800999992
4806,667534.1061000023,308865.2800999992
4807,667534.1061000023,307865.2800999992
4808,667534.1061000023,306865.2800999992
4809,667534.1061000023,291865.2800999992
4810,667534.1061000023,289865.2800999992
4811,667534.1061000023,288865.2800999992
4812,667534.1061000023,285865.2800999992
4813,667534.1061000023,269865.2800999992
4814,667534.1061000023,267865.2800999992
4815,667534.1061000023,266865.2800999992
4816,667534.1061000023,263865.2800999992
4817,667534.1061000023,261865.2800999992
4818,667534.1061000023,260865.2800999992
4819,667534.1061000023,245865.2800999992
4820,667534.1061000023,241865.2800999992
4821,667534.1061000023,240865.2800999992
4822,667534.1061000023,238865.2800999992
4823,667534.1061000023,236865.2800999992
4824,667534.1061000023,233865.2800999992
4825,667534.1061000023,231865.2800999992
4826,667534.1061000023,228865.2800999992
4827,667534.1061000023,222865.2800999992
4828,667534.1061000023,204865.2800999992
4829,667534.1061000023,198865.2800999992
4830,667534.1061000023,197865.2800999992
4831,667534.1061000023,184865.2800999992
4832,667534.1061000023,183865.2800999992
4833,667534.1061000023,182865.2800999992
4834,667534.1061000023,181865.2800999992
4835,666534.1061000023,382865.2800999992
4836,666534.1061000023,381865.2800999992
4837,666534.1061000023,376865.2800999992
4838,666534.1061000023,375865.2800999992
4839,666534.1061000023,374865.2800999992
4840,666534.1061000023,373865.2800999992
4841,666534.1061000023,372865.2800999992
4842,666534.1061000023,370865.2800999992
4843,666534.1061000023,369865.2800999992
4844,666534.1061000023,368865.2800999992
4845,666534.1061000023,367865.2800999992
4846,666534.1061000023,366865.2800999992
4847,666534.1061000023,365865.2800999992
4848,666534.1061000023,364865.2800999992
4849,666534.1061000023,363865.2800999992
4850,666534.1061000023,349865.2800999992
4851,666534.1061000023,348865.2800999992
4852,666534.1061000023,344865.2800999992
4853,666534.1061000023,343865.2800999992
4854,666534.1061000023,336865.2800999992
4855,666534.1061000023,332865.2800999992
4856,666534.1061000023,327865.2800999992
4857,666534.1061000023,324865.2800999992
4858,666534.1061000023,323865.2800999992
4859,666534.1061000023,322865.2800999992
4860,666534.1061000023,321865.2800999992
4861,666534.1061000023,320865.2800999992
4862,666534.1061000023,319865.2800999992
4863,666534.1061000023,317865.2800999992
4864,666534.1061000023,316865.2800999992
4865,666534.1061000023,314865.2800999992
4866,666534.1061000023,313865.2800999992
4867,666534.1061000023,312865.2800999992
4868,666534.1061000023,309865.2800999992
4869,666534.1061000023,308865.2800999992
4870,666534.1061000023,307865.2800999992
4871,666534.1061000023,306865.2800999992
4872,666534.1061000023,303865.2800999992
4873,666534.1061000023,289865.2800999992
4874,666534.1061000023,288865.2800999992
4875,666534.1061000023,286865.2800999992
4876,666534.1061000023,285865.2800999992
4877,666534.1061000023,272865.2800999992
4878,666534.1061000023,271865.2800999992
4879,666534.1061000023,269865.2800999992
4880,666534.1061000023,268865.2800999992
4881,666534.1061000023,263865.2800999992
4882,666534.1061000023,260865.2800999992
4883,666534.1061000023,259865.2800999992
4884,666534.1061000023,258865.2800999992
4885,666534.1061000023,255865.2800999992
4886,666534.1061000023,253865.2800999992
4887,666534.1061000023,240865.2800999992
4888,666534.1061000023,239865.2800999992
4889,666534.1061000023,237865.2800999992
4890,666534.1061000023,236865.2800999992
4891,666534.1061000023,235865.2800999992
4892,666534.1061000023,234865.2800999992
4893,666534.1061000023,233865.2800999992
4894,666534.1061000023,232865.2800999992
4895,666534.1061000023,206865.2800999992
4896,666534.1061000023,203865.2800999992
4897,666534.1061000023,197865.2800999992
4898,666534.1061000023,186865.2800999992
4899,666534.1061000023,184865.2800999992
4900,666534.1061000023,183865.2800999992
4901,666534.1061000023,182865.2800999992
4902,666534.1061000023,181865.2800999992
4903,666534.1061000023,175865.28009999916
4904,665534.1061000023,380865.2800999992
4905,665534.1061000023,379865.2800999992
4906,665534.1061000023,378865.2800999992
4907,665534.1061000023,377865.2800999992
4908,665534.1061000023,376865.2800999992
4909,665534.1061000023,375865.2800999992
4910,665534.1061000023,374865.2800999992
4911,665534.1061000023,373865.2800999992
4912,665534.1061000023,371865.2800999992
4913,665534.1061000023,370865.2800999992
4914,665534.1061000023,369865.2800999992
4915,665534.1061000023,368865.2800999992
4916,665534.1061000023,367865.2800999992
4917,665534.1061000023,366865.2800999992
4918,665534.1061000023,365865.2800999992
4919,665534.1061000023,364865.2800999992
4920,665534.1061000023,363865.2800999992
4921,665534.1061000023,361865.2800999992
4922,665534.1061000023,360865.2800999992
4923,665534.1061000023,359865.2800999992
4924,665534.1061000023,358865.2800999992
4925,665534.1061000023,354865.2800999992
4926,665534.1061000023,353865.2800999992
4927,665534.1061000023,352865.2800999992
4928,665534.1061000023,349865.2800999992
4929,665534.1061000023,347865.2800999992
4930,665534.1061000023,346865.2800999992
4931,665534.1061000023,344865.2800999992
4932,665534.1061000023,343865.2800999992
4933,665534.1061000023,327865.2800999992
4934,665534.1061000023,323865.2800999992
4935,665534.1061000023,322865.2800999992
4936,665534.1061000023,321865.2800999992
4937,665534.1061000023,320865.2800999992
4938,665534.1061000023,319865.2800999992
4939,665534.1061000023,318865.2800999992
4940,665534.1061000023,313865.2800999992
4941,665534.1061000023,312865.2800999992
4942,665534.1061000023,306865.2800999992
4943,665534.1061000023,303865.2800999992
4944,665534.1061000023,288865.2800999992
4945,665534.1061000023,287865.2800999992
4946,665534.1061000023,286865.2800999992
4947,665534.1061000023,278865.2800999992
4948,665534.1061000023,276865.2800999992
4949,665534.1061000023,273865.2800999992
4950,665534.1061000023,262865.2800999992
4951,665534.1061000023,260865.2800999992
4952,665534.1061000023,258865.2800999992
4953,665534.1061000023,257865.2800999992
4954,665534.1061000023,245865.2800999992
4955,665534.1061000023,239865.2800999992
4956,665534.1061000023,236865.2800999992
4957,665534.1061000023,232865.2800999992
4958,665534.1061000023,231865.2800999992
4959,665534.1061000023,229865.2800999992
4960,665534.1061000023,226865.2800999992
4961,665534.1061000023,216865.2800999992
4962,665534.1061000023,212865.2800999992
4963,665534.1061000023,209865.2800999992
4964,665534.1061000023,208865.2800999992
4965,665534.1061000023,207865.2800999992
4966,665534.1061000023,206865.2800999992
4967,665534.1061000023,204865.2800999992
4968,665534.1061000023,196865.2800999992
4969,665534.1061000023,191865.2800999992
4970,665534.1061000023,183865.2800999992
4971,665534.1061000023,182865.2800999992
4972,665534.1061000023,178865.28009999916
4973,665534.1061000023,177865.28009999916
4974,665534.1061000023,175865.28009999916
4975,664534.1061000023,380865.2800999992
4976,664534.1061000023,379865.2800999992
4977,664534.1061000023,378865.2800999992
4978,664534.1061000023,377865.2800999992
4979,664534.1061000023,376865.2800999992
4980,664534.1061000023,373865.2800999992
4981,664534.1061000023,372865.2800999992
4982,664534.1061000023,370865.2800999992
4983,664534.1061000023,369865.2800999992
4984,664534.1061000023,367865.2800999992
4985,664534.1061000023,366865.2800999992
4986,664534.1061000023,362865.2800999992
4987,664534.1061000023,361865.2800999992
4988,664534.1061000023,360865.2800999992
4989,664534.1061000023,354865.2800999992
4990,664534.1061000023,353865.2800999992
4991,664534.1061000023,351865.2800999992
4992,664534.1061000023,349865.2800999992
4993,664534.1061000023,345865.2800999992
4994,664534.1061000023,343865.2800999992
4995,664534.1061000023,342865.2800999992
4996,664534.1061000023,339865.2800999992
4997,664534.1061000023,338865.2800999992
4998,664534.1061000023,336865.2800999992
4999,664534.1061000023,335865.2800999992
5000,664534.1061000023,328865.2800999992
5001,664534.1061000023,322865.2800999992
5002,664534.1061000023,320865.2800999992
5003,664534.1061000023,319865.2800999992
5004,664534.1061000023,318865.2800999992
5005,664534.1061000023,317865.2800999992
5006,664534.1061000023,315865.2800999992
5007,664534.1061000023,314865.2800999992
5008,664534.1061000023,313865.2800999992
5009,664534.1061000023,312865.2800999992
5010,664534.1061000023,311865.2800999992
5011,664534.1061000023,306865.2800999992
5012,664534.1061000023,305865.2800999992
5013,664534.1061000023,304865.2800999992
5014,664534.1061000023,303865.2800999992
5015,664534.1061000023,287865.2800999992
5016,664534.1061000023,278865.2800999992
5017,664534.1061000023,273865.2800999992
5018,664534.1061000023,263865.2800999992
5019,664534.1061000023,256865.2800999992
5020,664534.1061000023,253865.2800999992
5021,664534.1061000023,251865.2800999992
5022,664534.1061000023,250865.2800999992
5023,664534.1061000023,240865.2800999992
5024,664534.1061000023,236865.2800999992
5025,664534.1061000023,231865.2800999992
5026,664534.1061000023,225865.2800999992
5027,664534.1061000023,219865.2800999992
5028,664534.1061000023,216865.2800999992
5029,664534.1061000023,212865.2800999992
5030,664534.1061000023,210865.2800999992
5031,664534.1061000023,209865.2800999992
5032,664534.1061000023,206865.2800999992
5033,664534.1061000023,204865.2800999992
5034,664534.1061000023,203865.2800999992
5035,664534.1061000023,199865.2800999992
5036,664534.1061000023,197865.2800999992
5037,664534.1061000023,196865.2800999992
5038,664534.1061000023,184865.2800999992
5039,664534.1061000023,183865.2800999992
5040,664534.1061000023,182865.2800999992
5041,664534.1061000023,176865.28009999916
5042,664534.1061000023,174865.28009999916
5043,664534.1061000023,173865.28009999916
5044,663534.1061000023,383865.2800999992
5045,663534.1061000023,382865.2800999992
5046,663534.1061000023,381865.2800999992
5047,663534.1061000023,380865.2800999992
5048,663534.1061000023,378865.2800999992
5049,663534.1061000023,377865.2800999992
5050,663534.1061000023,376865.2800999992
5051,663534.1061000023,374865.2800999992
5052,663534.1061000023,373865.2800999992
5053,663534.1061000023,372865.2800999992
5054,663534.1061000023,371865.2800999992
5055,663534.1061000023,370865.2800999992
5056,663534.1061000023,360865.2800999992
5057,663534.1061000023,357865.2800999992
5058,663534.1061000023,356865.2800999992
5059,663534.1061000023,355865.2800999992
5060,663534.1061000023,349865.2800999992
5061,663534.1061000023,347865.2800999992
5062,663534.1061000023,339865.2800999992
5063,663534.1061000023,338865.2800999992
5064,663534.1061000023,321865.2800999992
5065,663534.1061000023,320865.2800999992
5066,663534.1061000023,319865.2800999992
5067,663534.1061000023,315865.2800999992
5068,663534.1061000023,314865.2800999992
5069,663534.1061000023,313865.2800999992
5070,663534.1061000023,311865.2800999992
5071,663534.1061000023,310865.2800999992
5072,663534.1061000023,309865.2800999992
5073,663534.1061000023,308865.2800999992
5074,663534.1061000023,307865.2800999992
5075,663534.1061000023,305865.2800999992
5076,663534.1061000023,303865.2800999992
5077,663534.1061000023,302865.2800999992
5078,663534.1061000023,301865.2800999992
5079,663534.1061000023,300865.2800999992
5080,663534.1061000023,286865.2800999992
5081,663534.1061000023,281865.2800999992
5082,663534.1061000023,278865.2800999992
5083,663534.1061000023,273865.2800999992
5084,663534.1061000023,267865.2800999992
5085,663534.1061000023,265865.2800999992
5086,663534.1061000023,264865.2800999992
5087,663534.1061000023,263865.2800999992
5088,663534.1061000023,262865.2800999992
5089,663534.1061000023,248865.2800999992
5090,663534.1061000023,247865.2800999992
5091,663534.1061000023,238865.2800999992
5092,663534.1061000023,236865.2800999992
5093,663534.1061000023,235865.2800999992
5094,663534.1061000023,231865.2800999992
5095,663534.1061000023,221865.2800999992
5096,663534.1061000023,220865.2800999992
5097,663534.1061000023,219865.2800999992
5098,663534.1061000023,218865.2800999992
5099,663534.1061000023,217865.2800999992
5100,663534.1061000023,212865.2800999992
5101,663534.1061000023,211865.2800999992
5102,663534.1061000023,208865.2800999992
5103,663534.1061000023,206865.2800999992
5104,663534.1061000023,205865.2800999992
5105,663534.1061000023,204865.2800999992
5106,663534.1061000023,202865.2800999992
5107,663534.1061000023,197865.2800999992
5108,663534.1061000023,196865.2800999992
5109,663534.1061000023,195865.2800999992
5110,663534.1061000023,194865.2800999992
5111,663534.1061000023,178865.28009999916
5112,663534.1061000023,175865.28009999916
